1 -14782.950543 3.166166 151.688636 756.889500 0.000000 
1 -22789.395946 1.375257 32.028664 180.549465 0.000000 
1 -22788.618991 3.074164 83.981140 284.342630 0.000000 
1 -22982.141954 0.150572 99.862122 779.978513 0.000000 
1 -22811.270762 0.067951 60.346312 456.690738 0.000000 
1 -11365.676718 1.802766 10.493095 685.800979 0.000000 
1 -11394.120780 3.270468 114.473066 352.535851 0.000000 
1 -22791.164623 0.055671 143.608536 266.148264 0.000000 
1 -11336.454078 0.977504 108.467479 476.495642 0.000000 
1 -22820.490423 3.026404 105.903220 280.095165 0.000000 
1 -22809.501069 2.579744 134.038900 276.890304 -0.181170 
1 -11373.827109 2.051103 93.235206 513.454605 -0.181170 
1 -22788.527423 2.946287 61.580709 296.838076 -0.181170 
1 -22982.362311 0.274729 121.610759 767.846652 -0.181170 
1 -22793.316275 1.856736 43.818104 306.337449 -0.181170 
1 -22970.253627 0.847104 40.808575 750.780640 -0.181170 
1 -11625.273692 1.987442 4.865489 820.649398 -0.181170 
1 -22790.625293 0.400401 116.362067 243.647101 -0.181170 
1 -11542.996074 0.683998 176.216316 705.326516 -0.181170 
1 -22980.615889 0.059786 35.588933 781.023293 -0.181170 
1 -89.649823 1.672192 50.807936 709.298625 -0.318562 
1 -11443.847422 2.724378 49.257125 671.042442 -0.318562 
1 -12920.573634 3.315698 147.571661 758.960286 -0.318562 
1 -11972.545447 1.676675 141.143660 896.026228 -0.318562 
1 -22788.942599 2.817919 89.948556 232.308417 -0.318562 
1 -22790.873103 1.358384 20.480210 211.958403 -0.318562 
1 -22788.637747 0.085314 170.445733 122.887080 -0.318562 
1 -22963.478751 0.248223 86.941639 764.838920 -0.318562 
1 -11542.996074 0.683998 176.216316 705.326516 -0.318562 
1 -11301.586112 2.081970 144.609535 452.157106 -0.318562 
1 -11394.500371 1.044849 120.773663 646.608893 -0.460802 
1 -13169.455954 3.440184 59.641510 563.745698 -0.460802 
1 -11388.140852 1.179122 33.210693 499.323990 -0.460802 
1 -15018.628461 4.958601 135.836040 816.286043 -0.460802 
1 -11454.780617 1.288031 100.813692 814.627376 -0.460802 
1 -22796.555779 2.621970 32.535615 268.826264 -0.460802 
1 -22791.329503 0.019563 121.079846 270.862822 -0.460802 
1 -22788.867948 0.773294 119.061763 147.377904 -0.460802 
1 -15.139774 1.645911 70.501573 718.731717 -0.460802 
1 -23106.563007 0.561956 83.512163 899.065617 -0.460802 
1 -70.425568 0.573658 164.734711 580.187259 -0.573529 
1 -60.100197 1.475942 144.245639 537.504170 -0.573529 
1 -11388.140852 1.179122 33.210693 499.323990 -0.573529 
1 -11359.196604 2.561277 13.349038 601.657434 -0.573529 
1 -11449.175168 4.256618 146.407809 447.290949 -0.573529 
1 -22796.769569 2.626420 32.190246 268.051366 -0.573529 
