#Nsample
#ln(Lhood)
#O1 : emass
#O1 : theta (deg)
#O1 : sigma (km/s)
#Chi2
1 0.859877 1.654724 159.681284 483.879816 6.566238 
1 1.479990 1.654616 162.393499 498.704948 5.326012 
1 -1.667462 1.925489 161.826074 461.456873 11.620917 
1 1.214887 1.899355 161.691072 493.023824 5.856219 
1 1.601903 1.882278 160.997072 486.127953 5.082186 
1 0.003522 1.655615 159.328257 479.735879 8.278949 
1 1.714674 1.712557 162.461909 493.237613 4.856644 
1 -0.237676 1.139593 159.540452 520.574090 8.761345 
1 1.262178 1.736617 162.702510 481.457708 5.761636 
1 1.131119 1.077973 161.344277 516.772575 6.023755 
2 0.799507 1.680583 163.571446 498.834448 6.686978 
2 0.418067 1.282357 162.788760 491.693519 7.449858 
2 1.709797 1.276681 162.114679 500.853021 4.866398 
2 0.994559 1.668121 159.193385 489.393188 6.296874 
2 1.147601 1.575534 162.319097 503.824818 5.990791 
2 1.690397 1.532465 160.828022 501.107613 4.905199 
2 0.115726 1.098496 158.335779 505.367825 8.054540 
2 0.929588 1.360405 163.879361 499.159733 6.426816 
2 1.721666 1.404077 162.459726 497.043834 4.842661 
2 1.642155 1.097363 161.566814 510.500077 5.001683 
3 1.474075 1.871148 162.631132 489.581285 5.337843 
3 0.325653 1.237827 160.650914 517.338616 7.634687 
3 1.239374 1.637945 162.455779 501.102644 5.807245 
3 0.580566 1.923994 163.730067 491.680369 7.124861 
3 0.921501 1.146649 161.710125 498.761091 6.442990 
3 -0.417048 0.624045 159.241257 520.392596 9.120088 
3 -1.321751 2.000723 157.677868 482.617656 10.929494 
3 -1.223854 2.021932 163.648457 498.818023 10.733701 
3 1.643812 1.645466 160.503616 496.693525 4.998369 
3 1.002156 0.974352 163.023493 511.944854 6.281681 
4 0.664908 1.160676 158.645861 507.668787 6.956176 
4 -0.041456 1.382682 159.851389 514.419570 8.368904 
4 0.822731 1.607972 163.548316 500.756189 6.640530 
4 1.516901 1.923051 161.002425 483.455061 5.252191 
4 1.477881 1.773998 163.167025 488.482265 5.330231 
4 -2.266112 2.451272 163.544859 453.488723 12.818217 
4 0.006363 1.840032 158.927099 495.531783 8.273267 
4 0.686864 1.198247 158.801111 503.114375 6.912265 
4 1.561121 1.348799 160.739552 507.261190 5.163751 
4 0.979186 1.487654 158.971953 495.912183 6.327621 
5 1.366391 1.037542 162.318998 508.622353 5.553210 
5 1.878405 1.524211 162.065424 493.721507 4.529183 
5 0.261663 1.674840 161.285896 476.306380 7.762667 
5 1.211141 1.634838 163.686086 492.831221 5.863711 
5 0.930156 0.745559 161.426298 517.647622 6.425680 
5 -0.935089 0.281098 157.859844 541.509267 10.156171 
5 0.141250 2.119077 159.716294 481.896942 8.003493 
5 0.123409 1.128004 158.770325 501.297051 8.039174 
5 1.004762 1.757747 162.265734 499.455433 6.276468 
5 1.404015 1.323133 160.006326 507.311709 5.477963 
6 1.753038 1.570893 160.913849 499.271961 4.779916 
