#REFERENCE 3 29.6033670 -0.6666288
1	-1.001953	-0.987530	0.580509	2.002322	
1	-0.949219	-0.989352	0.605632	2.027746	
2	-1.054688	-0.985769	0.553919	1.976840	
2	-1.001953	-0.987530	0.580509	2.002322	
3	-0.896484	-0.991335	0.629163	2.052968	
3	-0.843750	-0.993598	0.650971	2.077813	
4	-0.949219	-0.989352	0.605632	2.027746	
4	-0.896484	-0.991335	0.629163	2.052968	
5	-1.212891	-0.980095	0.466452	1.901075	
5	-1.160156	-0.982115	0.496791	1.926134	
6	-1.265625	-0.977879	0.435050	1.876293	
6	-1.212891	-0.980095	0.466452	1.901075	
7	-1.107422	-0.983987	0.525978	1.951414	
7	-1.054688	-0.985769	0.553919	1.976840	
8	-1.160156	-0.982115	0.496791	1.926134	
8	-1.107422	-0.983987	0.525978	1.951414	
9	-1.423828	-0.969674	0.335213	1.804023	
9	-1.371094	-0.972700	0.369362	1.827735	
10	-1.476562	-0.966321	0.300275	1.780719	
10	-1.423828	-0.969674	0.335213	1.804023	
11	-1.318359	-0.975425	0.402662	1.851834	
11	-1.265625	-0.977879	0.435050	1.876293	
12	-1.371094	-0.972700	0.369362	1.827735	
12	-1.318359	-0.975425	0.402662	1.851834	
13	-1.634766	-0.954091	0.191235	1.713403	
13	-1.582031	-0.958548	0.228239	1.735399	
14	-1.687500	-0.949233	0.153628	1.691859	
14	-1.634766	-0.954091	0.191235	1.713403	
15	-1.529297	-0.962619	0.264601	1.757840	
15	-1.476562	-0.966321	0.300275	1.780719	
16	-1.582031	-0.958548	0.228239	1.735399	
16	-1.529297	-0.962619	0.264601	1.757840	
17	-0.210938	-1.129248	0.742974	2.203365	
17	-0.256411	-1.107422	0.745412	2.215176	
18	-0.263672	-1.104135	0.745763	2.216673	
18	-0.256411	-1.107422	0.745412	2.215176	
19	-0.316406	-1.082906	0.747517	2.223447	
19	-0.263672	-1.104135	0.745763	2.216673	
20	-0.369141	-1.064015	0.748068	2.225322	
20	-0.316406	-1.082906	0.747517	2.223447	
21	-0.369141	-1.064015	0.748068	2.225322	
21	-0.399236	-1.054688	0.747547	2.223924	
22	-0.105469	-1.186867	0.737386	2.160983	
22	-0.151444	-1.160156	0.739705	2.182402	
23	-0.052734	-1.218745	0.735557	2.132704	
23	-0.062146	-1.212891	0.735810	2.138101	
24	-0.052734	-1.218745	0.735557	2.132704	
24	0.000000	-1.252901	0.734877	2.099698	
25	-0.105469	-1.186867	0.737386	2.160983	
