#REFERENCE 0 318.8635275 -0.6380758
B1 318.8640486 -0.6377626 1.558205 0.043435 58.30311 1.0000 -0.57 
B1 318.8629836 -0.6385328 0.736326 0.044205 58.36637 1.0000 0.22 
B1 318.8640506 -0.6383970 0.780559 0.056115 130.31511 1.0000 -0.10 
B1 318.8634023 -0.6375417 0.200037 0.199999 158.71163 1.0000 -0.00 
B2 318.8640268 -0.6384361 0.915629 0.028364 120.91858 1.0000 0.47 
B2 318.8633662 -0.6375470 0.902721 0.028130 165.66520 1.0000 0.49 
B2 318.8629855 -0.6385207 0.200581 0.110264 148.58634 1.0000 0.64 
B2 318.8640449 -0.6377420 0.200021 0.199991 21.04465 1.0000 -0.00 
B3 318.8640184 -0.6377198 1.541983 0.043773 48.71891 1.0000 -0.57 
B3 318.8629694 -0.6385115 0.742706 0.044591 48.99599 1.0000 0.20 
B3 318.8634070 -0.6375339 0.761749 0.057766 155.81506 1.0000 -0.10 
B3 318.8640365 -0.6384096 0.200005 0.199995 77.60598 1.0000 -0.00 
B4 318.8633893 -0.6375394 0.945661 0.052531 168.20336 1.0000 -0.24 
B4 318.8640335 -0.6384198 0.912280 0.052643 119.09824 1.0000 -0.20 
B4 318.8640315 -0.6377315 0.389779 0.198916 49.15795 1.0000 -0.72 
B4 318.8629767 -0.6385164 0.200007 0.199997 84.38386 1.0000 -0.00 
