#REFERENCE 3 318.8635275 -0.6380758
B1 0.907 -0.770 0.200 0.169 78.53 1.000 0.18 -1.897 1.274 1.12 -0.94
B1 0.907 -0.770 0.200 0.169 78.53 1.000 0.18 3.726 -2.794 0.45 -0.27
B1 0.907 -0.770 0.200 0.169 78.53 1.000 0.18 -1.782 -1.208 0.15 0.04
B1 0.907 -0.770 0.200 0.169 78.53 1.000 0.18 0.451 1.923 0.18 0.00
B2 0.956 -0.823 0.200 0.067 144.42 1.000 1.19 -1.807 -1.126 0.24 0.95
B2 0.956 -0.823 0.200 0.067 144.42 1.000 1.19 0.374 1.894 0.23 0.95
B2 0.956 -0.823 0.200 0.067 144.42 1.000 1.19 3.771 -2.852 0.44 0.74
B2 0.956 -0.823 0.200 0.067 144.42 1.000 1.19 -1.863 1.202 1.19 -0.00
B3 0.884 -0.812 0.200 0.161 29.41 1.000 0.23 -1.969 1.162 1.13 -0.90
B3 0.884 -0.812 0.200 0.161 29.41 1.000 0.23 3.689 -2.856 0.45 -0.22
B3 0.884 -0.812 0.200 0.161 29.41 1.000 0.23 0.457 1.875 0.11 0.12
B3 0.884 -0.812 0.200 0.161 29.41 1.000 0.23 -1.832 -1.202 0.23 0.00
