#REFERENCE 0 318.8635275 -0.6380758
B1 318.8640546 -0.6377219 0.549129 0.173095 56.12704 1.0000 -0.94 
B1 318.8624924 -0.6388520 0.297011 0.172212 60.86627 1.0000 -0.27 
B1 318.8640226 -0.6384112 0.220802 0.175298 143.61689 1.0000 0.04 
B1 318.8634023 -0.6375417 0.200000 0.199996 78.08757 1.0000 0.00 
B2 318.8640296 -0.6383886 0.240825 0.069522 97.09439 1.0000 0.95 
B2 318.8634237 -0.6375497 0.239292 0.069368 11.11068 1.0000 0.95 
B2 318.8624798 -0.6388680 0.200003 0.100909 144.60532 1.0000 0.74 
B2 318.8640449 -0.6377420 0.200006 0.200000 69.79309 1.0000 -0.00 
B3 318.8640745 -0.6377531 0.546796 0.167338 53.26743 1.0000 -0.90 
B3 318.8625027 -0.6388690 0.295756 0.165267 45.93667 1.0000 -0.22 
B3 318.8634006 -0.6375550 0.214636 0.166970 139.22612 1.0000 0.12 
B3 318.8640365 -0.6384096 0.200000 0.199996 35.02098 1.0000 0.00 
