#REFERENCE 3 24.1631451 0.1384420
1	-1.740234	-2.652912	-0.103961	0.165754	
1	-1.687500	-2.672843	-0.096526	0.176667	
2	-1.740234	-2.652912	-0.103961	0.165754	
2	-1.780982	-2.636719	-0.109848	0.157396	
3	-1.792969	-2.631988	-0.111682	0.154841	
3	-1.780982	-2.636719	-0.109848	0.157396	
4	-1.898438	-2.587484	-0.128195	0.132779	
4	-1.845703	-2.610341	-0.119833	0.143746	
5	-1.845703	-2.610341	-0.119833	0.143746	
5	-1.792969	-2.631988	-0.111682	0.154841	
6	-1.898438	-2.587484	-0.128195	0.132779	
6	-1.906236	-2.583984	-0.129442	0.131178	
7	-1.951172	-2.563875	-0.137003	0.121646	
7	-1.906236	-2.583984	-0.129442	0.131178	
8	-2.003906	-2.539046	-0.146046	0.110627	
8	-1.951172	-2.563875	-0.137003	0.121646	
9	-2.003906	-2.539046	-0.146046	0.110627	
9	-2.019867	-2.531250	-0.148812	0.107336	
10	-2.373047	-2.333256	-0.218611	0.034359	
10	-2.320312	-2.366466	-0.207283	0.045044	
11	-2.373047	-2.333256	-0.218611	0.034359	
11	-2.392885	-2.320312	-0.222913	0.030404	
12	-2.214844	-2.428856	-0.185580	0.066678	
12	-2.220201	-2.425781	-0.186637	0.065587	
13	-2.109375	-2.486283	-0.165179	0.088558	
13	-2.124025	-2.478516	-0.167899	0.085548	
14	-2.162109	-2.458253	-0.175260	0.077547	
14	-2.124025	-2.478516	-0.167899	0.085548	
15	-2.214844	-2.428856	-0.185580	0.066678	
15	-2.162109	-2.458253	-0.175260	0.077547	
16	-2.267578	-2.398404	-0.196317	0.055776	
16	-2.309523	-2.373047	-0.204982	0.047263	
17	-2.267578	-2.398404	-0.196317	0.055776	
17	-2.220201	-2.425781	-0.186637	0.065587	
18	-2.320312	-2.366466	-0.207283	0.045044	
18	-2.309523	-2.373047	-0.204982	0.047263	
19	-2.425781	-2.298585	-0.230241	0.023794	
19	-2.470947	-2.267578	-0.240392	0.014889	
20	-2.478516	-2.262306	-0.242132	0.013391	
20	-2.470947	-2.267578	-0.240392	0.014889	
21	-2.531250	-2.224501	-0.254366	0.003092	
21	-2.478516	-2.262306	-0.242132	0.013391	
22	-2.425781	-2.298585	-0.230241	0.023794	
22	-2.392885	-2.320312	-0.222913	0.030404	
23	-2.109375	-2.486283	-0.165179	0.088558	
23	-2.056641	-2.513281	-0.155481	0.099544	
24	-2.056641	-2.513281	-0.155481	0.099544	
24	-2.019867	-2.531250	-0.148812	0.107336	
25	-2.531250	-2.224501	-0.254366	0.003092	
25	-2.544316	-2.214844	-0.257428	0.000575	
26	-2.583984	-2.184995	-0.266897	-0.007054	
26	-2.613430	-2.162109	-0.274000	-0.012629	
27	-2.583984	-2.184995	-0.266897	-0.007054	
27	-2.544316	-2.214844	-0.257428	0.000575	
28	-2.636719	-2.143635	-0.279701	-0.017015	
28	-2.613430	-2.162109	-0.274000	-0.012629	
29	-2.636719	-2.143635	-0.279701	-0.017015	
29	-2.678631	-2.109375	-0.290075	-0.024796	
30	-2.794922	-2.007348	-0.319802	-0.045729	
30	-2.742188	-2.054939	-0.306148	-0.036361	
31	-2.794922	-2.007348	-0.319802	-0.045729	
31	-2.798650	-2.003906	-0.320783	-0.046386	
32	-2.847656	-1.957335	-0.333723	-0.054865	
32	-2.798650	-2.003906	-0.320783	-0.046386	
33	-2.847656	-1.957335	-0.333723	-0.054865	
