#REFERENCE 3 346.3403024 -0.0364897
B1 0.206 -0.126 0.200 0.046 67.93 1.000 1.60 1.250 -1.486 2.66 -1.06
B1 0.206 -0.126 0.200 0.046 67.93 1.000 1.60 -1.345 -0.448 0.79 0.81
B1 0.206 -0.126 0.200 0.046 67.93 1.000 1.60 0.721 1.562 1.60 0.00
B2 0.239 -0.168 0.200 0.021 172.60 1.000 2.44 0.916 1.442 1.79 0.65
B2 0.239 -0.168 0.200 0.021 172.60 1.000 2.44 1.252 -1.558 2.29 0.16
B2 0.239 -0.168 0.200 0.021 172.60 1.000 2.44 -1.330 -0.353 0.71 1.74
B2 0.239 -0.168 0.200 0.021 172.60 1.000 2.44 1.802 -0.451 2.44 -0.00
B3 0.224 -0.180 0.200 0.029 128.50 1.000 2.09 1.799 -0.334 2.28 -0.18
B3 0.224 -0.180 0.200 0.029 128.50 1.000 2.09 0.871 1.447 1.80 0.29
B3 0.224 -0.180 0.200 0.029 128.50 1.000 2.09 -1.348 -0.335 0.74 1.35
B3 0.224 -0.180 0.200 0.029 128.50 1.000 2.09 1.141 -1.652 2.09 -0.00
B4 0.164 -0.202 0.200 0.088 3.39 1.000 0.89 0.826 -1.840 1.80 -0.91
B4 0.164 -0.202 0.200 0.088 3.39 1.000 0.89 0.643 1.499 1.75 -0.86
B4 0.164 -0.202 0.200 0.088 3.39 1.000 0.89 1.743 -0.168 1.94 -1.05
B4 0.164 -0.202 0.200 0.088 3.39 1.000 0.89 -1.412 -0.300 0.89 -0.00
