1 0.546808 0.473073 161.202876 533.294180 7.192377 
1 0.511410 0.404659 161.052496 535.062727 7.263173 
1 0.172332 0.427020 159.212208 532.781242 7.941328 
1 0.629104 0.516458 159.841808 529.832121 7.027784 
1 -1.325331 0.526741 156.980344 530.234336 10.936654 
1 -0.280172 0.518241 160.099376 535.889334 8.846338 
1 -0.511000 0.598981 163.386400 522.521467 9.307992 
1 -0.935613 0.403856 162.300928 539.316367 10.157219 
1 -0.346785 0.366486 162.617449 538.079483 8.979563 
1 -0.588720 0.286436 161.785312 543.126285 9.463432 
2 -0.770454 0.490111 158.001959 528.583072 9.826900 
2 -1.050746 0.596097 158.477268 520.756998 10.387485 
2 0.467937 0.448291 159.775309 534.519915 7.350118 
2 0.530648 0.520619 161.503486 527.977418 7.224697 
2 0.276636 0.364971 159.420563 537.704885 7.732720 
2 0.333788 0.582282 162.203833 529.525252 7.618416 
2 -0.627127 0.563852 163.109340 523.089786 9.540247 
2 0.487274 0.598703 159.884933 523.647368 7.311445 
2 -2.556836 0.403842 165.078400 533.888494 13.399665 
2 -0.777850 0.314787 157.842777 541.022120 9.841692 
3 -0.388434 0.584683 158.207689 524.643713 9.062861 
3 0.811233 0.585604 161.188799 527.903246 6.663527 
3 0.500859 0.406997 160.067811 534.634586 7.284274 
3 -0.738776 0.510389 161.038668 523.887192 9.763544 
3 0.270372 0.352487 159.503373 538.458724 7.745249 
3 0.415325 0.542811 159.117943 529.224073 7.455342 
3 -1.625423 0.576298 162.288097 536.070668 11.536838 
3 -1.731488 0.497915 156.655133 531.956359 11.748969 
3 0.822135 0.572921 160.733940 527.049685 6.641722 
3 -2.244933 0.319266 156.333122 540.231376 12.775858 
4 -0.090301 0.338433 161.587839 536.017030 8.466595 
4 0.253999 0.554544 160.043115 524.686081 7.777994 
4 -1.449920 0.335269 160.537206 533.509654 11.185832 
4 -2.526746 0.396917 161.848602 542.710170 13.339485 
4 -0.563163 0.278793 162.668770 540.932001 9.412319 
4 -0.683700 0.335816 159.696912 542.436902 9.653393 
4 0.282838 0.428859 161.896250 532.729304 7.720316 
4 -0.770401 0.595780 158.111330 532.671317 9.826795 
4 -2.590853 0.390232 157.198392 531.338637 13.467699 
4 -1.235094 0.555774 157.997025 535.122156 10.756181 
5 0.330548 0.574906 160.582183 532.205020 7.624896 
5 0.522833 0.411807 160.065535 535.032439 7.240327 
5 0.358756 0.441180 159.917487 535.765101 7.568480 
5 -1.950113 0.585190 163.339032 518.557317 12.186219 
5 0.415208 0.575528 159.511034 525.257049 7.455576 
5 -1.225293 0.328112 161.947494 542.739027 10.736578 
5 -0.500928 0.377499 159.086711 533.295662 9.287849 
5 -1.087634 0.579351 157.184769 527.048849 10.461261 
5 0.288701 0.513939 160.269712 534.082758 7.708590 
5 0.372513 0.420300 161.334938 535.854409 7.540966 
6 0.434402 0.440555 161.074361 531.610926 7.417188 
6 0.700882 0.517512 160.844534 531.196321 6.884229 
6 0.393160 0.431867 159.704976 532.755633 7.499673 
6 0.684570 0.541734 161.264745 530.223686 6.916852 
6 0.662814 0.492118 160.287504 530.634164 6.960365 
6 0.000360 0.430554 159.998852 537.655576 8.285273 
6 0.034537 0.336324 159.792401 536.494066 8.216919 
6 -1.768354 0.450642 158.326412 527.384781 11.822701 
6 0.073146 0.532702 160.928204 534.226806 8.139700 
6 -0.757591 0.416531 163.433929 532.603071 9.801174 
7 -0.163931 0.527310 159.360941 534.796299 8.613854 
7 0.212806 0.595074 160.443263 532.169985 7.860380 
7 0.458940 0.362229 160.618595 537.529265 7.368112 
7 0.188095 0.547652 161.654266 532.579798 7.909803 
7 -1.180356 0.522113 159.778663 537.921205 10.646706 
7 0.105174 0.486031 162.577466 531.371333 8.075645 
7 0.373142 0.528101 160.854783 526.205247 7.539708 
7 -0.385318 0.487967 159.955515 537.015835 9.056629 
7 0.611428 0.594411 159.577393 529.056091 7.063137 
7 0.235089 0.481365 159.269288 534.205345 7.815814 
8 -0.084498 0.300263 158.889759 541.162407 8.454989 
8 0.433715 0.597469 162.409777 526.410331 7.418562 
8 0.472982 0.381652 160.096199 536.081007 7.340029 
8 0.298284 0.555659 159.617555 532.363903 7.689425 
8 0.411221 0.489338 161.857442 532.284412 7.463550 
8 0.430136 0.512003 159.304531 531.673002 7.425720 
8 -2.601810 0.479535 158.474436 540.915892 13.489613 
8 -0.791283 0.292906 162.752096 538.644201 9.868559 
8 0.253257 0.499531 162.357135 529.942633 7.779479 
8 0.297519 0.599310 158.924180 529.376346 7.690954 
9 -0.280223 0.331116 159.087351 536.630648 8.846438 
9 -0.056895 0.437958 162.676402 532.894803 8.399783 
9 0.251703 0.284279 160.496347 540.814552 7.782587 
9 -0.608295 0.452378 162.150421 528.079295 9.502583 
9 -0.245722 0.526731 163.144856 530.353452 8.777436 
9 0.632898 0.525397 160.579684 527.895724 7.020197 
9 0.516225 0.416013 160.901475 535.455672 7.253542 
9 -0.956042 0.226438 162.626420 543.494937 10.198077 
9 0.347122 0.325969 160.618431 538.241192 7.591748 
9 -4.670596 0.295076 162.035291 547.466492 17.627184 
10 -1.300363 0.487137 164.207989 529.315924 10.886719 
10 0.287959 0.406665 159.678036 533.572847 7.710074 
10 0.331677 0.404164 160.703524 533.122093 7.622639 
10 -0.294164 0.493706 162.305067 526.754623 8.874320 
10 -1.732478 0.295825 160.955576 545.147403 11.750949 
10 -2.055964 0.190827 162.690525 544.432249 12.397920 
10 0.238935 0.510337 161.960414 532.719240 7.808122 
10 0.297104 0.414001 159.271641 534.598292 7.691785 
10 -0.029493 0.588322 160.291992 521.628826 8.344978 
10 0.510700 0.491505 159.526053 531.527312 7.264592 
