galaxies_source_disk_centre_0,galaxies_source_disk_centre_1,galaxies_source_disk_elliptical_comps_0,galaxies_source_disk_elliptical_comps_1,galaxies_source_disk_intensity,galaxies_source_disk_effective_radius,galaxies_lens_bulge_centre_0,galaxies_lens_bulge_centre_1,galaxies_lens_dark_elliptical_comps_0,galaxies_lens_dark_elliptical_comps_1,galaxies_lens_dark_kappa_s,galaxies_lens_dark_scale_radius,galaxies_lens_bulge_elliptical_comps_0,galaxies_lens_bulge_elliptical_comps_1,galaxies_lens_bulge_intensity,galaxies_lens_bulge_effective_radius,galaxies_lens_mass_centre_0,galaxies_lens_mass_centre_1,galaxies_lens_mass_elliptical_comps_0,galaxies_lens_mass_elliptical_comps_1,galaxies_lens_mass_einstein_radius,log_likelihood,log_prior,log_posterior,weight
0.5516726735239053,0.1033387497715221,-0.851665978359305,-0.5277991315565194,41056.02031097863,2.91529221050272,-0.0813097126747109,0.12722240857481004,-0.14116780267698215,-0.10167364572712066,0.25948653253308984,9.840096407579749,0.20574442899841455,0.18277502145416427,653806.8308254622,22.107491459323175,0.2908091632076109,-0.17497809044043436,0.61443049880922,-0.10589904921113882,4.5154408830031025,-5.650378179987192e+18,13.13644773736806,-5.650378179987192e+18,0.0
-0.6317975544319275,-0.5775456289588997,-0.6689647681290788,-0.047406878272186107,2.409837848357866e-05,2.9973556672348503,-0.2338707833451395,-0.21025875823869006,-0.4083785331593808,0.6194215889684513,0.6422518983163322,21.12919316686081,-0.2707349429258984,0.3853157187293064,380026.3513466683,19.463749821295302,-0.09001189209461373,0.04973992921512468,0.5831057771113766,-0.11641160937042376,3.9917627620825176,-1.4571690957880812e+18,41512.478061662434,-1.4571690957880397e+18,0.0
0.18671671331741566,0.5318725665520039,0.5743936281807681,-0.7190036634914725,8.804238281406671e-06,1.2703088049956779,-0.014599035615158846,0.01693555147590156,-0.25180923932842,0.24318623197907807,0.36891691729709464,23.295883386056346,0.28252210938630756,0.22554495340300243,377056.92817706685,18.108279855374533,0.04729942212086175,-0.042534585525881054,0.21386176077801378,-0.21377978718309074,4.249120161435827,-1.2910016853851546e+18,113586.79669568084,-1.291001685385041e+18,0.0
0.379983855388755,-0.3006317218858449,-0.5546770834313426,-0.20959864282973695,1.9535046662124604,22.73223241983459,0.206257034081342,-0.11449447499729384,-0.10941417609861061,0.16015296783002775,0.36996295109727184,11.28359158074581,0.6633682394758413,-0.2551192046376457,166239.37295112145,23.54831503902672,0.1945228396407285,-0.028068034943477923,-0.0016820223841144165,0.03173485255168466,7.8400529865640385,-3.41000194153109e+17,8.45815956860503,-3.41000194153109e+17,0.0
-0.07469318791237106,0.04786930730059595,0.06470226745216004,-0.5562775930312567,0.008252140833983262,3.018075554981202,-0.19545560107638008,-0.08217908600377585,0.005729014537644794,-0.026058062070752713,0.42862402807947697,13.230584460109315,0.09733303179639591,0.765342113753361,212710.85957217184,14.896280654190706,0.019950401722775287,0.08381888481799807,-0.44290632695177223,0.07049717461088159,4.639746434050315,-2.284812266030467e+17,126.78248427280472,-2.2848122660304656e+17,0.0
-0.31619279863821115,0.2989149828286092,-0.042539491260936056,0.3080201257508145,0.25363879200497036,29.064027889319842,0.018428942622320376,0.1317666030254855,-0.6974150214144539,0.0026589811089913957,0.7198723289525791,7.6625301555065475,-0.5054212908334748,-0.13825272455030432,490284.76306828094,5.795635195557207,0.06039286366877841,-0.05070998223905232,-0.14488140404210445,0.02480476067804971,1.7302129477594033,-2.168494805424399e+17,9.755209336537144,-2.168494805424399e+17,0.0
0.3212703976570459,0.20038907173248463,0.3316168081347485,-0.3183832047775282,37481.42064577908,19.431255018171413,-0.02490243395531885,0.09890651960050068,-0.24627601659905274,0.12314215489257102,0.4683997173406952,27.262068894284514,0.673702348400573,0.12299209374938112,130969.50341568426,18.408834755948913,0.017383080352177133,-0.10717792475603967,-0.12209883504732016,-0.3003274232399301,6.924699284836924,-1.4512518115406365e+17,4.2719254494647485,-1.4512518115406365e+17,0.0
-0.1890737173947525,0.2861800145782482,-0.21872351351509745,0.6252727129544514,0.001702101413839399,16.152772642747422,0.04615499483353391,-0.12210354417118209,0.39124974427672154,0.5072166729722264,0.18869874694056532,2.569306655423315,0.029896852863378908,0.0037430419612478165,388154.87948937935,4.3979511846960095,0.06332632556546383,0.12434469523827943,0.11678867240366306,-0.07615140170086078,7.055526980286924,-8.166063379053019e+16,593.2553451927391,-8.16606337905296e+16,0.0
0.128997954111292,0.23094485808962328,0.5327178936727989,-0.03874216756768435,985551.8975483682,17.233931879724175,0.09282290988503385,-0.07100170791121078,0.06785906199333261,0.5224310867091813,0.43167876997938126,28.378339849479477,0.32557979760324607,-0.749133918663245,0.012122379044091183,21.83549430948242,0.09195509721721876,-0.004187927298955796,-0.12617607680032836,-0.17684219338316537,5.196949517357302,-6.656141996978046e+16,87.69640225033993,-6.6561419969780376e+16,0.0
-0.4289018531535018,-0.14976886848357537,0.39900703365345414,0.12106390294208026,0.045207193218365783,9.601043189449948,-0.11691027906027719,-0.048431010766546254,0.17087834859672563,-0.10643230972248818,0.10066822287824129,19.74140927474361,-0.004163954692839235,-0.24459838862688238,296029.0314855263,5.055706809952916,0.0063525547990503275,0.1700244277318282,0.42410615203879914,0.13052427082414714,7.307650551040285,-6.409280506191412e+16,27.301558418783845,-6.40928050619141e+16,0.0
