#REFERENCE 3 29.6033091 -0.6664364
1	0.000000	-3.431564	-1.049496	0.544534	
1	-0.024092	-3.427734	-1.056884	0.557721	
2	-0.052734	-3.423318	-1.065471	0.573237	
2	-0.024092	-3.427734	-1.056884	0.557721	
3	-0.105469	-3.414644	-1.081115	0.602048	
3	-0.052734	-3.423318	-1.065471	0.573237	
4	-0.158203	-3.405428	-1.096470	0.631051	
4	-0.105469	-3.414644	-1.081115	0.602048	
5	-0.210938	-3.395665	-1.111532	0.660245	
5	-0.158203	-3.405428	-1.096470	0.631051	
6	-0.263672	-3.385350	-1.126294	0.689632	
6	-0.210938	-3.395665	-1.111532	0.660245	
7	-0.263672	-3.385350	-1.126294	0.689632	
7	-0.313865	-3.375000	-1.140065	0.717792	
8	-2.531250	-2.591712	-1.363479	1.795678	
8	-2.549911	-2.583984	-1.362711	1.799518	
9	-2.583984	-2.570181	-1.361377	1.805859	
9	-2.549911	-2.583984	-1.362711	1.799518	
10	-2.636719	-2.548801	-1.359356	1.814736	
10	-2.583984	-2.570181	-1.361377	1.805859	
11	-2.636719	-2.548801	-1.359356	1.814736	
11	-2.679921	-2.531250	-1.357763	1.821175	
12	-1.898438	-2.857232	-1.377171	1.581092	
12	-1.921177	-2.847656	-1.377480	1.591342	
13	-2.003906	-2.813237	-1.377927	1.626778	
13	-1.951172	-2.835289	-1.377758	1.604342	
14	-1.951172	-2.835289	-1.377758	1.604342	
14	-1.921177	-2.847656	-1.377480	1.591342	
15	-2.003906	-2.813237	-1.377927	1.626778	
15	-2.046996	-2.794922	-1.377768	1.644704	
16	-2.056641	-2.790907	-1.377698	1.648543	
16	-2.046996	-2.794922	-1.377768	1.644704	
17	-2.109375	-2.768828	-1.377108	1.669078	
17	-2.056641	-2.790907	-1.377698	1.648543	
18	-1.792969	-2.900597	-1.374672	1.532463	
18	-1.793465	-2.900391	-1.374688	1.532702	
19	-1.845703	-2.879155	-1.376140	1.556969	
19	-1.793465	-2.900391	-1.374688	1.532702	
20	-1.898438	-2.857232	-1.377171	1.581092	
20	-1.845703	-2.879155	-1.376140	1.556969	
21	-1.792969	-2.900597	-1.374672	1.532463	
21	-1.740234	-2.922300	-1.372704	1.506863	
22	-1.740234	-2.922300	-1.372704	1.506863	
22	-1.687500	-2.943480	-1.370279	1.480979	
23	-2.162109	-2.746373	-1.376166	1.688981	
23	-2.109375	-2.768828	-1.377108	1.669078	
24	-2.162109	-2.746373	-1.376166	1.688981	
24	-2.171909	-2.742188	-1.375956	1.692579	
25	-2.267578	-2.701903	-1.373431	1.725228	
25	-2.296809	-2.689453	-1.372485	1.734641	
26	-2.267578	-2.701903	-1.373431	1.725228	
26	-2.214844	-2.724224	-1.374938	1.707547	
27	-2.320312	-2.679650	-1.371700	1.741762	
27	-2.296809	-2.689453	-1.372485	1.734641	
28	-2.214844	-2.724224	-1.374938	1.707547	
28	-2.171909	-2.742188	-1.375956	1.692579	
29	-2.373047	-2.657576	-1.369802	1.757020	
29	-2.320312	-2.679650	-1.371700	1.741762	
30	-2.373047	-2.657576	-1.369802	1.757020	
30	-2.422402	-2.636719	-1.367865	1.770481	
31	-2.425781	-2.635321	-1.367733	1.771337	
31	-2.422402	-2.636719	-1.367865	1.770481	
32	-2.531250	-2.591712	-1.363479	1.795678	
32	-2.478516	-2.613604	-1.365646	1.783995	
33	-2.478516	-2.613604	-1.365646	1.783995	
33	-2.425781	-2.635321	-1.367733	1.771337	
34	-3.216797	-2.329398	-1.359576	1.823658	
34	-3.164062	-2.348185	-1.356905	1.829152	
35	-3.216797	-2.329398	-1.359576	1.823658	
35	-3.242417	-2.320312	-1.361113	1.820609	
36	-3.058594	-2.386198	-1.353450	1.836803	
36	-3.005859	-2.405664	-1.352667	1.838692	
37	-3.005859	-2.405664	-1.352667	1.838692	
