galaxies_source_disk_centre_0,galaxies_source_disk_centre_1,galaxies_source_disk_elliptical_comps_0,galaxies_source_disk_elliptical_comps_1,galaxies_source_disk_intensity,galaxies_source_disk_effective_radius,galaxies_lens_bulge_centre_0,galaxies_lens_bulge_centre_1,galaxies_lens_bulge_elliptical_comps_0,galaxies_lens_bulge_elliptical_comps_1,galaxies_lens_bulge_intensity,galaxies_lens_bulge_effective_radius,galaxies_lens_mass_centre_0,galaxies_lens_mass_centre_1,galaxies_lens_mass_elliptical_comps_0,galaxies_lens_mass_elliptical_comps_1,galaxies_lens_mass_einstein_radius,log_likelihood,log_prior,log_posterior,weight
-0.34454948252068057,-0.1095107404218533,-0.3038526276574841,0.6941047685868086,0.48838246712188715,18.618598144257323,0.14749463789875125,-0.1319998855647281,0.30201971633232283,-0.026447102945223074,985812.981958906,24.22772350801096,0.0424782510065035,-0.0014849599390258854,0.11496503783308477,0.232417874110545,3.527139665319874,-1.0610196328040493e+19,4.787290073677134,-1.0610196328040493e+19,0.0
0.5492270069995595,0.25038305872178185,0.15371381511100748,0.2747809019446919,0.001353542489324529,17.0626198918234,0.0382870253562559,-0.4809559337237091,-0.7476249249652541,0.3203542141329757,725575.1678668681,27.495593880643916,0.06347919365688448,-0.006165873568152181,0.1383701506367919,0.43248911018007863,3.5633250908352245,-4.042650397519907e+18,744.989749315047,-4.0426503975199063e+18,0.0
0.6236685792966536,-0.027948769787449857,0.3639850808221122,-0.012583319272324138,1.8765138686310874,26.042189766357424,-0.0904136006660359,0.21823914234972536,-0.49451457237447605,-0.36498006374146413,487367.7087368587,24.439770515789927,0.051637869243435185,-0.10046262604923159,-0.6354831336583772,0.1274481483795337,0.3861986855547501,-2.720253450107575e+18,7.000709495328153,-2.720253450107575e+18,0.0
-0.1089169973206196,-0.32530010699379314,0.27018538176710677,-0.3309439900094413,8.30532518145194e-06,13.754498287106736,-0.13496156778808988,-0.38585024363043313,-0.0666572137685241,-0.2825838076795125,455708.37054677535,22.02793364231405,0.08428074038689269,0.0796048198382578,0.23555787358978592,-0.43174353619155165,1.3380705557227337,-1.936133602729373e+18,120408.80908568163,-1.9361336027292526e+18,0.0
-0.22514968764115473,-0.1308937874368151,-0.1488885686570056,-0.13419977774303354,57.542849338743046,21.86540958274121,0.5322847996265861,-0.264719276613173,-0.0760593429162086,-0.19116349232247315,782612.029251924,11.855024668686996,-0.0928635520750981,-0.1802228505576995,0.6318709654535688,-0.3413303273388484,0.0799316091138138,-1.6727970155573532e+18,7.44312204970567,-1.6727970155573532e+18,0.0
0.07303769952401222,-0.1182093549675107,-0.22014381607974837,0.5137075420869212,4.937411335058624,0.16137189027632615,-0.4320680320471285,0.22085337227623777,0.13322223200511732,-0.26449192351624234,548734.1976390604,14.398335843712866,-0.0941578268395558,0.17719748304581742,-0.06032556365091092,0.6941354067175274,6.947973291190085,-1.3224235131466834e+18,7.128284470049479,-1.3224235131466834e+18,0.0
0.09206310688227225,-0.1446617972801685,0.28981224585875354,-0.8893401190093069,19891.866393862845,21.98603227190466,-0.33057684811217225,0.1958080631222378,0.19335131222529664,0.528218613662686,500875.95979898615,13.190568458074042,-0.14294581696931538,0.03258261585208361,-0.5828432743840691,0.3853961086050798,7.544753851004393,-1.0161171316722762e+18,7.153336313628799,-1.0161171316722762e+18,0.0
0.03745601783937806,-0.11269446870146224,-0.032959453723174825,0.2070479297415404,7.548043232107681e-05,5.424028526555819,0.6511280737029098,0.2438858650664999,-0.1431556502210407,-0.24868157033309707,199108.89907095628,26.44755931181426,-0.09146370919732194,0.03488192893721842,-0.1116145825348215,0.18071203540773714,0.46854938304289817,-7.505522505390573e+17,13252.21329315073,-7.50552250539044e+17,0.0
-0.20773967819341374,-0.269278730834553,-0.2828275829044717,0.3736684662685878,961265.7181170338,29.747926403509894,-0.04702198789792817,-0.21413890895128354,-0.1035048063108153,0.6176515091130398,144145.63465699594,21.698920828389,0.024352348455978275,-0.16838922275405718,-0.15446058982023664,0.41448730948395435,5.443246948594613,-6.567270893085038e+17,4.667676241419913,-6.567270893085038e+17,0.0
0.18668387641620196,-0.42143358813524784,0.45498742533969716,-0.5652984217707011,2.39260624499488,24.42666380044253,-0.3601092878263596,0.4171657316774403,-0.35418555567809884,-0.6378505080507807,401027.82670885144,11.595080133507892,0.007315534124369059,0.11616597623398227,-0.5153910037635607,0.21075454365746757,0.3646027972556478,-6.009009586985687e+17,7.803159347097354,-6.009009586985687e+17,0.0
