galaxies_lens_mass_centre_0,galaxies_lens_mass_centre_1,galaxies_lens_mass_elliptical_comps_0,galaxies_lens_mass_elliptical_comps_1,galaxies_lens_mass_einstein_radius,galaxies_source_point_0_centre_0,galaxies_source_point_0_centre_1,log_likelihood,log_prior,log_posterior,weight
-0.08982394237598816,0.009797765776387479,-0.11377873873884264,0.4388470632544279,7.449470213338567,-0.16134508537741096,0.25962683926513236,-5700.812474822726,2.0691650561213817,-5698.743309766604,0.0
-0.022596581111441773,0.16463753598044012,0.026754760499047806,0.304864754379479,6.381203483339571,0.226823102759657,-0.1784648127773188,-4803.309256742725,2.363899214456183,-4800.945357528269,0.0
0.03265065137844866,0.017460576596663772,-0.004404709926460797,-0.23745377675143403,6.13564617857904,0.21086190267585586,0.06201822930000962,-4553.078574062723,0.6502840625742856,-4552.428290000149,0.0
-0.013331324581872951,-0.18837952968630012,-0.2618875251920289,-0.11877919527422358,6.636708039671288,-0.6028601788729171,0.06680579045764352,-4429.075859262726,4.286545137611132,-4424.789314125115,0.0
0.22488018722547903,0.04427113992348342,-0.37807203428047986,0.07012834488053153,6.466624334618491,-0.07935292981215729,0.30487121046730953,-4129.534158542725,3.9993282346247723,-4125.5348303081,0.0
0.1484746316794468,0.19168096474652413,-0.38942452967022084,-0.4283438788753646,7.801710489959511,0.6447481565028014,-0.3397431471085399,-3787.043795342724,7.751846170479956,-3779.291949172244,0.0
-0.023988256016947474,-0.1514506792800965,0.18034981519761478,-0.10503720453185611,5.707199849256034,-0.14564163622558748,0.31593707504219887,-3667.2875284627244,2.0900071883144586,-3665.19752127441,0.0
-0.015376218285619482,0.011285844772347026,0.5043965311977776,0.14062203237881643,7.801788910165565,0.24055274236038887,-0.18759058229159034,-3445.6931583027235,2.0584469473624107,-3443.634711355361,0.0
-0.040448899966620475,0.0409891330607495,-0.029573715134724166,-0.07301138333984832,4.580401445437007,-0.10856673180164833,0.41092510286273504,-3160.890215862725,1.2038746943285665,-3159.6863411683967,0.0
-0.18827123984740934,-0.07306632811760382,0.17810469225729172,-0.15766890445280976,5.728996578730258,-0.14373170051371734,-0.3451651771738339,-2954.8067122227244,3.130229436810297,-2951.6764827859142,0.0
0.08017379271191175,0.06398842268474918,0.035734213448508474,-0.0029262702840099665,4.783184411711653,-0.26279766028891743,0.3165763413698525,-2932.505718022726,1.4737215817581208,-2931.0319964409678,0.0
-0.04419422860154421,-0.10888047960109348,-0.2768529249501312,-0.2313626829221554,4.739580884674376,0.31558542435893944,-0.03651163431541574,-2591.523125342726,1.9743127262734579,-2589.5488126164523,0.0
0.12180565426656219,0.005466552708600982,-0.08075711125326111,0.11648839641371757,4.081933701497563,0.2729605501418673,-0.12053901447552581,-2230.856944822723,1.3495937719437978,-2229.507351050779,0.0
0.025429139913969945,-0.028093499540096493,-0.3016692607788069,0.26220907068945465,4.446993367565848,0.3429135299998895,-0.18740092283150997,-2119.582529222726,1.8077205969128272,-2117.774808625813,0.0
-0.11310966314828777,0.00583072872401668,-0.2954303707562111,-0.20021716022545913,4.878654259189694,-0.1446062827609449,0.35924886430513875,-2059.0972915427255,2.1821493243728867,-2056.9151422183527,0.0
0.08152066416372088,-0.1341202239640744,0.00983606586986835,0.46449631309315836,5.312515376670287,0.07920231978550944,-0.17557167867843954,-1989.9881562627245,2.6369815185506327,-1987.351174744174,0.0
-0.12401338955452038,0.004034578237409461,0.07757797146047422,0.2576240990705843,3.735929513400629,0.04363912965369225,0.11153963845486507,-1857.0458537027253,1.2516353897478953,-1855.7942183129774,0.0
0.043650363728483396,-0.014185245998783463,-0.4770240875777809,0.028802893217127576,4.780457057206146,-0.24265845239607509,-0.10219262935317483,-1787.6157636227256,1.7592623551085522,-1785.856501267617,0.0
-0.10759136525269129,0.044251549803259176,0.25239515762751985,-0.09841640603238397,4.469275315682395,-0.08741019667014237,0.17833610714816628,-1719.2311614227244,1.303557377762122,-1717.9276040449622,0.0
-0.10856175046603624,0.15889925092809998,-0.28978468273823316,0.17092436234628403,3.643470472466012,0.0774381745022384,0.4110690859958809,-1677.838934942726,3.452646637848673,-1674.3862883048773,0.0
0.05973034631305742,-0.08393810046153455,-0.4245289041011564,-0.3008625264623279,5.276197215108145,-0.059870431998002294,-0.029801014435501007,-1675.9998653827254,2.0596416119641785,-1673.9402237707611,0.0
0.0967165565360861,-0.15263188908074457,-0.25564971915194346,0.40927072899830763,5.0087986068354144,-0.23358995393979742,-0.4022187289468383,-1670.7655829827247,4.128104188152625,-1666.6374787945722,0.0
0.05070039676247643,-0.004645216029458842,0.07601996017227623,0.37017337814538004,3.9776379046648875,0.15515891580407531,0.07426654329353526,-1602.218146182725,1.0873674845162196,-1601.1307786982088,0.0
0.14316176377451983,0.20767029166395023,-0.13459137599020193,-0.1349770745065484,3.9478694076083674,-0.024329452791622377,-0.01106536660643759,-1587.6601603427246,3.38693433092195,-1584.2732260118025,0.0
0.18575556400613794,0.2373940988713414,-0.11244137885201183,0.026990345189740167,3.159416937228741,0.33875759429550667,-0.004256667685009112,-1427.7247168627248,5.254978660932411,-1422.4697382017923,0.0
0.016140620871113738,-0.005877561101720977,0.16702692646621023,0.32310491260254204,3.6905385185814277,0.07614432846476543,0.16447523235264136,-1311.8994416627247,0.9322245990385336,-1310.9672170636861,0.0
-0.09318437622145975,0.10506841813942391,0.6842949249940171,-0.21980414095740466,7.913482725021133,-0.03387801677804013,0.26954434055441223,-1196.5700396627246,4.265997669218037,-1192.3040419935066,0.0
0.00804325990372485,-0.023502849810852034,-0.24844721890599653,-0.1590231225909219,2.9428603134169364,0.17749261046635315,0.5976175062997089,-1086.825691182726,2.673435480659599,-1084.1522557020662,0.0
0.12720601439061824,0.04819908628683426,0.2628100428603853,-0.03925245758600835,3.6784024372526725,0.24535036751536038,-0.3168101198722678,-1044.255149862725,2.209533483847271,-1042.0456163788776,0.0
-0.04251946587931855,-0.05658944922118041,-0.03529695138080894,-0.1016156522759096,3.5972153158645526,-0.5216750035173506,-0.22723095713844532,-918.125370942725,2.1135709412082853,-916.0118000015167,0.0
0.05985905944059457,0.07035742545844749,0.025008736328313772,0.7327823969744053,6.159148762400011,0.15964513182778414,-0.013741192109488314,-898.3412259427249,3.555946308408207,-894.7852796343167,0.0
-0.007855656724822217,-0.19621513925252265,-0.3578047754968361,-0.09894593745821918,2.9300665529187295,0.04387514386768605,-0.18602606309424682,-797.9639499827243,2.896689501320932,-795.0672604814034,0.0
0.08401716247384318,-0.05475314368033523,0.23475249066415227,0.09695504504195597,3.2025415673827746,0.34034153122691907,-0.4978415970072691,-770.1255274227245,2.8816596623225723,-767.2438677604019,0.0
-0.017749099097401768,0.07031712044184714,-0.34310916210204845,0.45590351079516805,3.4605204670530973,-0.3234330438200639,-0.2571339290127127,-629.529464102725,3.02019139484433,-626.5092727078807,2.522972576964026e-273
-0.0006888999398009683,0.15270922293513578,-0.5043399106993528,-0.22152832151368787,3.107084449701545,0.31639896931992484,-0.04881199368057465,-627.8842437827252,3.4211649635772594,-624.463078819148,1.5291567385729626e-272
-0.04298456150530473,0.19145600849455757,0.17073357581653453,-0.11023010883443932,3.2432272083864664,-0.4071828891166858,0.37915929936817405,-613.762126662725,3.8743777318876185,-609.8877489308373,1.707576426522383e-266
